Smiles,atom_target
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]2[S:6][C:7]3=[CH:8][C:9]([OH:10])=[CH:11][CH:12]=[C:13]3[N:14]([C:15]2=[CH:16]1)[CH2:17][CH2:18][CH2:19][N:20]4[CH2:21][CH2:22][N:23]([CH2:24][CH2:25][OH:26])[CH2:27][CH2:28]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]([CH3:5])([CH3:6])[CH2:7][CH2:8][CH2:9][O:10][C:11]=1[CH:12]=[C:13]([C:14]([OH:15])=[CH:16][C:17]1[CH3:18])[CH3:19],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[N:5]=[N:6][N:7]([CH:8]1)[CH2:9][C:10]2=[C:11]([F:12])[CH:13]=[CH:14][CH:15]=[C:16]2[F:17],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[C:7]1[OH:8])[C:9]=3[CH:10]=[CH:11][CH:12]=[C:13]4[C:14]3[CH:15]([N:16]([CH3:17])[CH2:18][CH2:19]4)[CH2:20]2,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[C:2]2=[CH:3][CH:4]=[CH:5][CH:6]=[C:7]2[C:8](=[CH:9][CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[C:20]3[CH2:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4]=1[CH:5]=[CH:6][CH:7]=[C:8]2[C:9](=[O:10])[N:11]([C:12](=[O:13])[C:14]12)[CH:15]([C:16]3=[CH:17][CH:18]=[C:19]([OH:20])[C:21]([O:22][CH2:23][CH3:24])=[CH:25]3)[CH2:26][S:27](=[O:28])(=[O:29])[CH3:30])[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N-:1]=[N+:2]=[N:3][CH:4]1[CH2:5][CH:6]([O:7][CH:8]1[CH2:9][OH:10])[N:11]2[CH:12]=[C:13]([C:14](=[O:15])[NH:16][C:17]2=[O:18])[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]2[CH2:9][CH2:10][NH:11][CH2:12][CH:13]2[CH2:14][O:15][C:16]3=[CH:17][CH:18]=[C:19]([O:20][CH3:21])[C:22]([OH:23])=[CH:24]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]1[NH:3][C:4]2=[CH:5][CH:6]=[C:7]([OH:8])[CH:9]=[C:10]2[C:11]1=[CH:12][C:13]=3[NH:14][C:15]4=[C:16]([C:17](=[O:18])[N:19]([CH2:20][CH2:21][NH:22][CH2:23][CH3:24])[CH2:25][CH2:26]4)[C:27]3[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[C:5]1=[CH:6][C:7](=[CH:8][CH:9]=[C:10]1[O:11][CH3:12])[CH2:13][CH:14]([NH:15][CH2:16][CH2:17][O:18][C:19]2=[CH:20][CH:21]=[CH:22][CH:23]=[C:24]2[OH:25])[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][N:2]=[C:3]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[C:10]2=[CH:11][CH:12]=[CH:13][CH:14]=[CH:15]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]2=[CH:5][CH:6]=[C:7]([Cl:8])[CH:9]=[C:10]2[C:11](=[N:12][CH:13]1[OH:14])[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]=2[C:6](=[CH:7][CH:8]=[C:9]([OH:10])[C:11]2[NH:12]1)[CH:13]([OH:14])[CH2:15][NH:16][CH:17]3[CH2:18][C:19]=4[CH:20]=[C:21]([C:22](=[CH:23][C:24]4[CH2:25]3)[CH2:26][CH3:27])[CH2:28][CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]=[C:4]([NH2:5])[C:6]([F:7])=[CH:8][N:9]1[CH:10]2[O:11][CH:12]([CH3:13])[CH:14]([OH:15])[CH:16]2[OH:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[N:3]([C:4](=[O:5])[C:6]([N:7]1[CH3:8])([CH3:9])[CH3:10])[CH2:11][CH:12]([C:13](=[O:14])[NH:15][OH:16])[CH:17]([C:18](=[O:19])[N:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[CH2:26][CH:27]3[CH2:28][CH2:29][CH2:30][CH2:31]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[CH:7]1)[CH2:8][CH2:9][C:10]3=[CH:11][C:12]([OH:13])=[CH:14][N:15]=[C:16]3[CH:17]2[CH:18]4[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]1=[CH:6][NH:7][C:8]2=[CH:9][CH:10]=[C:11]([CH:12]=[C:13]12)[CH2:14][S:15](=[O:16])(=[O:17])[N:18]3[CH2:19][CH2:20][CH2:21][CH2:22]3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH:4][C:5]1=[CH:6][CH:7]=[CH:8][N:9]=[C:10]1[NH:11][C:12]2=[CH:13][CH:14]=[C:15]([OH:16])[CH:17]=[CH:18]2)[C:19]3=[CH:20][CH:21]=[C:22]([O:23][CH3:24])[CH:25]=[CH:26]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]=[C:4]([C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[Cl:11])[C:12]3=[CH:13][C:14]([Cl:15])=[CH:16][CH:17]=[C:18]3[NH:19]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[OH:1][CH:2]1[CH:3]=[CH:4][C:5]23[C:6]4=[C:7]([O:8][CH:9]2[CH2:10]1)[C:11]([O:12][CH3:13])=[CH:14][CH:15]=[C:16]4[CH2:17][N:18]([CH3:19])[CH2:20][CH2:21]3,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][c:7]([Cl:8])[cH:9][c:10]2[C:11](=[N:12][CH:13]1[OH:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4]([C:5]1=[N:6][C:7]([C:8](=[O:9])[NH:10][CH2:11][C:12]2=[CH:13][CH:14]=[C:15]([F:16])[CH:17]=[CH:18]2)=[C:19]([OH:20])[C:21](=[O:22])[N:23]1[CH3:24])([CH3:25])[CH3:26])[C:27]3=[N:28][N:29]=[C:30]([O:31]3)[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][C:5]([C:6]2=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11]2)[S:12](=[O:13])(=[O:14])[CH3:15])=[C:16]1[C:17]3=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][CH2:9][CH2:10][N:11]([CH2:12][CH3:13])[CH2:14][CH2:15][CH2:16][C:17]2=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH:3]([NH:4][C:5]1=[N:6][C:7]([NH:8][CH2:9][C:10]2=[CH:11][CH:12]=[CH:13][CH:14]=[CH:15]2)=[C:16]3[N:17]=[CH:18][N:19]([C:20]3=[N:21]1)[CH:22]([CH3:23])[CH3:24])[CH2:25][CH3:26],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([CH2:2][CH2:3][N:4]([CH3:5])[CH3:6])[CH:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][NH2:19])[cH:20][cH:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[Br:1][C:2]1=[CH:3][C:4]([Br:5])=[C:6]2[NH:7][CH2:8][N:9]([CH2:10][C:11]2=[CH:12]1)[CH:13]3[CH2:14][CH2:15][CH:16]([OH:17])[CH2:18][CH2:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[CH:6][CH:7]=[CH:8]1)[C:9]2=[CH:10][CH:11]=[C:12]([OH:13])[C:14]([OH:15])=[C:16]2[OH:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][N:6]([C:7]2=[C:8]([O:9][CH:10]([F:11])[F:12])[C:13](=[CH:14][CH:15]=[C:16]2[C:17]1=[O:18])[C:19]3=[CH:20][CH:21]=[C:22]4[C:23](=[CH:24]3)[CH2:25][N:26]([C:27](=[O:28])[OH:29])[CH:30]4[CH3:31])[CH:32]5[CH2:33][CH2:34]5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[C:4]2[C:5]3=[CH:6][C:7]4=[CH:8][CH:9]=[C:10]([O:11][CH3:12])[C:13]([O:14][CH3:15])=[C:16]4[CH:17]=[N+:18]3[CH2:19][CH2:20][C:21]2=[CH:22][C:23]1[OH:24],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[NH:3][C:4]2=[C:5]([N:6]=[CH:7][C:8]([OH:9])=[C:10]2[CH3:11])[N:12]([C:13]3=[N:14][CH:15]=[CH:16][CH:17]=[C:18]13)[CH:19]4[CH2:20][CH2:21]4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]2=[N:9][CH2:10][c:11]3[cH:12][n:13][c:14]([n:15]3-[c:16]4[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]24)[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]2[S:6][C:7]3=[CH:8][CH:9]=[CH:10][CH:11]=[C:12]3[N:13]([C:14]2=[CH:15]1)[CH2:16][CH2:17][CH2:18][N+:19]([OH:20])([CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[CH:5]=[C:6]([C:7]([Cl:8])=[CH:9][C:10]1[NH:11][CH2:12][C:13]=2[O:14][CH:15]=[CH:16][CH:17]2)[S:18](=[O:19])(=[O:20])[NH2:21],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][CH:3]=[CH:4][c:5]1[cH:6][c:7]([c:8]([NH:9][c:10]2[n:11][c:12]([n:13][cH:14][cH:15]2)[NH:16][c:17]3[cH:18][cH:19][c:20]([C:21]#[N:22])[cH:23][cH:24]3)[c:25]([cH:26]1)[CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[CH:1]1([CH2:2][CH2:3]1)[C:30]([NH:29][c:11]2[n:10][n:9][c:8]([C:6]([NH:5][CH3:4])=[O:7])[c:13]([cH:12]2)[NH:14][c:15]3[cH:16][cH:17][cH:18][c:19](-[c:20]4[n:21][cH:22][n:23]([n:24]4)[CH3:25])[c:26]3[O:27][CH3:28])=[O:31],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([CH3:6])[CH:7]([NH:8]1)[CH:9]([OH:10])[CH2:11][CH:12]3[CH:13]2[CH2:14][CH2:15][C:16]4([CH3:17])[CH:18]([C:19](=[O:20])[NH:21][C:22]([CH3:23])([CH3:24])[CH3:25])[CH2:26][CH2:27][CH:28]34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[N:4]1[CH2:5][CH:6]2[C:7]3=[CH:8][CH:9]=[CH:10][CH:11]=[C:12]3[O:13][C:14]4=[CH:15][CH:16]=[C:17]([Cl:18])[CH:19]=[C:20]4[CH:21]2[CH2:22]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[C:6]([O:7][CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[CH:16]=[CH:17]1)[C:18]3=[C:19]([S:20][C:21]4=[CH:22][C:23]([OH:24])=[CH:25][CH:26]=[C:27]34)[C:28]5=[CH:29][CH:30]=[C:31]([OH:32])[CH:33]=[CH:34]5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH:6]([CH3:7])[CH:8]1[CH2:9][CH2:10][CH:11]2[CH:12]3[CH:13]([OH:14])[CH2:15][CH:16]4[CH2:17][CH:18]([OH:19])[CH2:20][CH2:21][C:22]4([CH3:23])[CH:24]3[CH2:25][CH2:26][C:27]12[CH3:28],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[C:5]([CH:6]=[CH:7][C:8]2=[CH:9][CH:10]=[CH:11][CH:12]=[CH:13]2)[CH:14]=[C:15]([O:16][CH3:17])[C:18](=[C:19]1[OH:20])[CH2:21][CH:22]=[C:23]([CH3:24])[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][N:7]([CH2:8][CH2:9]1)[CH:10]([OH:11])[C:12]2=[CH:13][CH:14]=[CH:15][CH:16]=[CH:17]2)[C:18]3=[CH:19][C:20]([Cl:21])=[C:22]([NH2:23])[CH:24]=[C:25]3[O:26][CH3:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[O:5][CH:6]([O:7][C:8]=2[CH:9]=[C:10]3[C:11](=[CH:12][C:13]2[OH:14])[C:15]4=[CH:16][C:17]5=[CH:18][CH:19]=[C:20]([O:21][CH3:22])[C:23]([O:24][CH3:25])=[C:26]5[CH:27]=[N+:28]4[CH2:29][CH2:30]3)[CH:31]([OH:32])[CH:33]([OH:34])[CH:35]1[OH:36],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[CH:1]1=[CH:2][CH:3]=[C:4]([CH:5]=[CH:6]1)[CH:7]([C:8]2=[CH:9][CH:10]=[CH:11][CH:12]=[CH:13]2)[N:14]3[CH2:15][CH2:16][N:17]([CH3:18])[CH2:19][CH2:20]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[CH2:11][CH:12]([CH3:13])[CH3:14])[CH3:15],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[CH2:4][C:5]1=[CH:6][CH:7]=[C:8]([O:9][CH2:10][CH:11]([OH:12])[CH2:13][NH:14][CH:15]([CH3:16])[CH3:17])[CH:18]=[CH:19]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]([O:5][c:6]1[cH:7][cH:8][c:9]([cH:10][cH:11]1)[CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)([CH3:21])[CH3:22],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][N:6]([CH2:7][CH3:8])[CH2:9][CH3:10])[C:11]1=[CH:12][C:13]([Cl:14])=[C:15]([NH2:16])[C:17]([OH:18])=[C:19]1[O:20][CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[C:3]([N:4]=[C:5]([N:6]1[CH3:7])[CH3:8])=[CH:9][C:10]2=[CH:11][C:12]([F:13])=[C:14]([OH:15])[C:16]([F:17])=[CH:18]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([C:5]2=[CH:6][CH:7]=[C:8]([OH:9])[CH:10]=[CH:11]2)([C:12]3=[CH:13][CH:14]=[C:15]([OH:16])[CH:17]=[CH:18]3)[C:19]4=[CH:20][CH:21]=[CH:22][CH:23]=[C:24]14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[CH:8]([CH2:9][CH3:10])[CH:11]([CH3:12])[CH2:13][N:14]([CH3:15])[CH3:16],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][C:3]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)([N:10]([CH3:11])[CH3:12])[CH2:13][CH3:14],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH2:10][CH2:11][CH:12]1[CH:13]([CH:14]=[CH:15][C:16]2=[CH:17][CH:18]([CH3:19])[CH2:20][CH:21]([O:22][C:23](=[O:24])[C:25]([CH3:26])([CH3:27])[CH2:28][CH3:29])[CH:30]12)[CH3:31],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH2:3][CH3:4])[C:5]([C:6]1=[CH:7][CH:8]=[CH:9][CH:10]=[CH:11]1)([C:12]2=[CH:13][CH:14]=[CH:15][CH:16]=[CH:17]2)[CH2:18][CH:19]([N:20]([CH3:21])[CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[CH:5]2[C:6]=3[CH:7]=[N:8][C:9]([O:10][CH2:11][C:12]=4[CH:13]=[CH:14][CH:15]=[C:16]([CH:17]4)[C:18]=5[C:19](=[CH:20][C:21]([O:22][CH2:23][CH2:24][CH2:25][S:26](=[O:27])(=[O:28])[CH3:29])=[CH:30][C:31]5[CH3:32])[CH3:33])=[CH:34][C:35]3[CH2:36][CH:37]12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][c:5]2[c:6]1[c:7]([OH:8])[c:9]([c:10]([O:11][CH3:12])[c:13]2[CH3:14])[CH2:15][CH:16]=[C:17]([CH3:18])[CH2:19][CH2:20][C:21](=[O:22])[O:23][CH2:24][CH2:25][N:26]3[CH2:27][CH2:28][O:29][CH2:30][CH2:31]3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][C:9]2=[CH:10][CH:11]=[C:12]([OH:13])[CH:14]=[CH:15]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][C:5]2=[C:6]1[C:7]([OH:8])=[C:9]([C:10]([O:11][CH3:12])=[C:13]2[CH3:14])[CH2:15][CH:16]=[C:17]([CH3:18])[CH2:19][CH2:20][C:21](=[O:22])[OH:23],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH3:15])[cH:16][cH:17]2)[CH:18]3[O:19][CH:20]([S:21][CH3:22])[CH:23]([OH:24])[CH:25]([OH:26])[CH:27]3[OH:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6]3=[C:7]1[O:8][CH:9]4[C:10]5([O:11][CH3:12])[CH2:13][CH2:14][C:15]6([CH2:16][CH:17]5[C:18]([OH:19])([CH3:20])[CH2:21][CH2:22][C:23]=7[S:24][CH:25]=[CH:26][CH:27]7)[CH:28]([N:29]([CH2:30][CH2:31][C:32]346)[CH2:33][CH:34]8[CH2:35][CH2:36]8)[CH2:37]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[CH:7]1)[CH2:8][C:9]3=[CH:10][CH:11]=[CH:12][CH:13]=[C:14]3[CH:15]4[N:16]2[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21]4,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][NH:5][C:6](=[O:7])[c:8]1[n:9][c:10]([c:11]2[cH:12][c:13]([O:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[cH:21][cH:22][c:23]2[c:24]1[OH:25])[CH3:26],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]([CH2:9][NH2:10])[C:11]2([OH:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
